id	file	line	function	arg_index	definition	expansion_occurrence	domains	images	modes	before_line	before_function	before_name	final_name	decision	semantic_reason	reviewer
P00707	include/kf/player_status.h	17	operator&	1	1	0	KfPlayerStatusFlags	GAME.EXE|OPEN.EXE	modern	17	operator&	rhs	rhs	retain	Right input operand of intersection for player curse, darkness, poison and slow flags; lhs/rhs describe operator position, not a game-object role.	root
P00708	include/kf/player_status.h	17	operator&=	0	1	0	KfPlayerStatusFlags	GAME.EXE|OPEN.EXE	modern	17	operator&=	lhs	lhs	retain	Left operand and mutable destination of intersection assignment for player curse, darkness, poison and slow flags; lhs/rhs describe operator position, not a game-object role.	root
P00709	include/kf/player_status.h	17	operator&=	1	1	0	KfPlayerStatusFlags	GAME.EXE|OPEN.EXE	modern	17	operator&=	rhs	rhs	retain	Right input operand of intersection assignment for player curse, darkness, poison and slow flags; lhs/rhs describe operator position, not a game-object role.	root
P00710	include/kf/player_status.h	17	operator^	0	1	0	KfPlayerStatusFlags	GAME.EXE|OPEN.EXE	modern	17	operator^	lhs	lhs	retain	Left operand of exclusive-or for player curse, darkness, poison and slow flags; lhs/rhs describe operator position, not a game-object role.	root
P00711	include/kf/player_status.h	17	operator^	1	1	0	KfPlayerStatusFlags	GAME.EXE|OPEN.EXE	modern	17	operator^	rhs	rhs	retain	Right input operand of exclusive-or for player curse, darkness, poison and slow flags; lhs/rhs describe operator position, not a game-object role.	root
P00712	include/kf/player_status.h	17	operator^=	0	1	0	KfPlayerStatusFlags	GAME.EXE|OPEN.EXE	modern	17	operator^=	lhs	lhs	retain	Left operand and mutable destination of exclusive-or assignment for player curse, darkness, poison and slow flags; lhs/rhs describe operator position, not a game-object role.	root
P00713	include/kf/player_status.h	17	operator^=	1	1	0	KfPlayerStatusFlags	GAME.EXE|OPEN.EXE	modern	17	operator^=	rhs	rhs	retain	Right input operand of exclusive-or assignment for player curse, darkness, poison and slow flags; lhs/rhs describe operator position, not a game-object role.	root
P00714	include/kf/player_status.h	17	operator|	0	1	0	KfPlayerStatusFlags	GAME.EXE|OPEN.EXE	modern	17	operator|	lhs	lhs	retain	Left operand of union for player curse, darkness, poison and slow flags; lhs/rhs describe operator position, not a game-object role.	root
P00715	include/kf/player_status.h	17	operator|	1	1	0	KfPlayerStatusFlags	GAME.EXE|OPEN.EXE	modern	17	operator|	rhs	rhs	retain	Right input operand of union for player curse, darkness, poison and slow flags; lhs/rhs describe operator position, not a game-object role.	root
P00716	include/kf/player_status.h	17	operator|=	0	1	0	KfPlayerStatusFlags	GAME.EXE|OPEN.EXE	modern	17	operator|=	lhs	lhs	retain	Left operand and mutable destination of union assignment for player curse, darkness, poison and slow flags; lhs/rhs describe operator position, not a game-object role.	root
P00717	include/kf/player_status.h	17	operator|=	1	1	0	KfPlayerStatusFlags	GAME.EXE|OPEN.EXE	modern	17	operator|=	rhs	rhs	retain	Right input operand of union assignment for player curse, darkness, poison and slow flags; lhs/rhs describe operator position, not a game-object role.	root
P00718	include/kf/player_status.h	17	operator~	0	1	0	KfPlayerStatusFlags	GAME.EXE|OPEN.EXE	modern	17	operator~	value	value	retain	Unary operand whose player curse, darkness, poison and slow flags are complemented in the opted-in storage width.	root
P00719	include/kf/pool.h	39	render_bind_animated_instance	0	0	0	KfPoolRecord	GAME.EXE|OPEN.EXE	modern|retail	39	render_bind_animated_instance	owner_slot	owner_slot	retain	Pointer to the owner's cache pointer, updated after allocation; GAME pool.c:73 dereferences owner_slot;105 stores its address into record.owner_slot;113 publishes newly allocated record back to *owner_slot.	graphics
P00721	include/kf/pool.h	39	render_bind_animated_instance	2	0	0	KfAnimationClip	GAME.EXE|OPEN.EXE	modern|retail	39	render_bind_animated_instance	clip_index	clip_index	retain	Animation clip selector indexing the chosen asset's clip table; GAME pool.c:123 indexes clip_table with the encoded value;150/174 compare and cache record.clip_index; it is not an actor action-animation slot.	graphics
P00724	include/kf/pool.h	43	pool_record_release	0	0	0	KfPoolRecord	GAME.EXE|OPEN.EXE	modern|retail	43	pool_record_release	record	record	retain	Allocated animation-pool record being released, including its owner pointer; not an effect record.	root
P00725	include/kf/render_types.h	37	display_next_buffer	0	1	0	KfDisplayBuffer	GAME.EXE|OPEN.EXE	modern	37	display_next_buffer	current	current	retain	Current buffer selector from which the alternate is computed; include/kf/render_types.h:39 compares with FIRST; SECOND and UNINITIALIZED select FIRST under retail equality semantics.	graphics
P00730	include/kf/tmd.h	42	operator&	0	1	0	KfTmdMode	GAME.EXE|OPEN.EXE	modern	42	operator&	lhs	lhs	retain	Left operand of intersection for TMD primitive packet mode flags; lhs/rhs describe operator position, not a game-object role.	root
P00731	include/kf/tmd.h	42	operator&	1	1	0	KfTmdMode	GAME.EXE|OPEN.EXE	modern	42	operator&	rhs	rhs	retain	Right input operand of intersection for TMD primitive packet mode flags; lhs/rhs describe operator position, not a game-object role.	root
P00732	include/kf/tmd.h	42	operator&=	0	1	0	KfTmdMode	GAME.EXE|OPEN.EXE	modern	42	operator&=	lhs	lhs	retain	Left operand and mutable destination of intersection assignment for TMD primitive packet mode flags; lhs/rhs describe operator position, not a game-object role.	root
P00733	include/kf/tmd.h	42	operator&=	1	1	0	KfTmdMode	GAME.EXE|OPEN.EXE	modern	42	operator&=	rhs	rhs	retain	Right input operand of intersection assignment for TMD primitive packet mode flags; lhs/rhs describe operator position, not a game-object role.	root
P00734	include/kf/tmd.h	42	operator^	0	1	0	KfTmdMode	GAME.EXE|OPEN.EXE	modern	42	operator^	lhs	lhs	retain	Left operand of exclusive-or for TMD primitive packet mode flags; lhs/rhs describe operator position, not a game-object role.	root
P00735	include/kf/tmd.h	42	operator^	1	1	0	KfTmdMode	GAME.EXE|OPEN.EXE	modern	42	operator^	rhs	rhs	retain	Right input operand of exclusive-or for TMD primitive packet mode flags; lhs/rhs describe operator position, not a game-object role.	root
P00736	include/kf/tmd.h	42	operator^=	0	1	0	KfTmdMode	GAME.EXE|OPEN.EXE	modern	42	operator^=	lhs	lhs	retain	Left operand and mutable destination of exclusive-or assignment for TMD primitive packet mode flags; lhs/rhs describe operator position, not a game-object role.	root
P00737	include/kf/tmd.h	42	operator^=	1	1	0	KfTmdMode	GAME.EXE|OPEN.EXE	modern	42	operator^=	rhs	rhs	retain	Right input operand of exclusive-or assignment for TMD primitive packet mode flags; lhs/rhs describe operator position, not a game-object role.	root
P00738	include/kf/tmd.h	42	operator|	0	1	0	KfTmdMode	GAME.EXE|OPEN.EXE	modern	42	operator|	lhs	lhs	retain	Left operand of union for TMD primitive packet mode flags; lhs/rhs describe operator position, not a game-object role.	root
P00739	include/kf/tmd.h	42	operator|	1	1	0	KfTmdMode	GAME.EXE|OPEN.EXE	modern	42	operator|	rhs	rhs	retain	Right input operand of union for TMD primitive packet mode flags; lhs/rhs describe operator position, not a game-object role.	root
P00740	include/kf/tmd.h	42	operator|=	0	1	0	KfTmdMode	GAME.EXE|OPEN.EXE	modern	42	operator|=	lhs	lhs	retain	Left operand and mutable destination of union assignment for TMD primitive packet mode flags; lhs/rhs describe operator position, not a game-object role.	root
P00741	include/kf/tmd.h	42	operator|=	1	1	0	KfTmdMode	GAME.EXE|OPEN.EXE	modern	42	operator|=	rhs	rhs	retain	Right input operand of union assignment for TMD primitive packet mode flags; lhs/rhs describe operator position, not a game-object role.	root
P00742	include/kf/tmd.h	42	operator~	0	1	0	KfTmdMode	GAME.EXE|OPEN.EXE	modern	42	operator~	value	value	retain	Unary operand whose TMD primitive packet mode flags are complemented in the opted-in storage width.	root
P00747	include/kf/tmd.h	280	tmd_register	0	0	0	KfTmdSlot	GAME.EXE|OPEN.EXE	modern|retail	280	tmd_register	slot	slot	retain	Registry slot that receives and selects the supplied TMD asset; GAME render.c:450 and OPEN:203 store tmd into slots[encoded slot] and current_asset before preparing primitive indices.	graphics
P00748	include/kf/tmd.h	280	tmd_register	1	0	0	KfTmdHeader	GAME.EXE|OPEN.EXE	modern|retail	280	tmd_register	tmd	tmd	retain	Root header of the TMD asset installed into the registry; Both implementations publish this pointer as current_asset and then mutate its prepared primitive indices through the current asset.	graphics
P00749	include/kf/tmd.h	281	tmd_release_last_allocation	0	0	0	KfTmdSlot	GAME.EXE|OPEN.EXE	modern|retail	281	tmd_release_last_allocation	slot	slot	retain	Preserved slot-domain ABI argument ignored by the stack-allocation release body; GAME render.c:455-458 and OPEN:208-211 do not read slot; both unconditionally call memory_release_last without indexing or clearing TMD slots. Retain the API domain name while recording that the current bodies ignore it.	graphics
P00750	include/kf/tmd.h	282	tmd_select	0	0	0	KfTmdSlot	GAME.EXE|OPEN.EXE	modern|retail	282	tmd_select	slot	slot	retain	Registered TMD slot selected as the current asset; GAME render.c:291 and OPEN:41 load slots[encoded slot] into current_asset.	graphics
P00752	include/kf/tmd.h	284	tmd_set_current_vertices	0	0	0	KfPackedSVector	GAME.EXE|OPEN.EXE	modern|retail	284	tmd_set_current_vertices	vertices	vertices	retain	Pointer to the packed vertex sequence selected for subsequent TMD projection; GAME render.c:303 and OPEN:53 publish vertices into current_tmd_vertices; no copy, allocation or transformation occurs here.	graphics
P00753	src/game/actor.c	115	actor_set_player_transform	0	1	0	VECTOR	GAME.EXE	modern|retail	115	actor_set_player_transform	position	position_or_null	rename	NULL preserves the cached player position; match the optional-transform naming used by audio and rendering APIs.	root
P00754	src/game/actor.c	116	actor_set_player_transform	1	1	0	SVECTOR	GAME.EXE	modern|retail	116	actor_set_player_transform	rotation	rotation_or_null	rename	NULL independently preserves cached player rotation; distinguish from required spawn rotation.	root
P00755	src/game/actor.c	127	actor_update_cell_from_position	0	1	0	KfActor	GAME.EXE	modern|retail	127	actor_update_cell_from_position	actor	actor	retain	Actor position is divided into map-cell coordinates stored on that same actor.	root
P00756	src/game/actor.c	134	actor_set_position	0	1	0	KfActor	GAME.EXE	modern|retail	134	actor_set_position	actor	actor	retain	Target actor whose position and cell coordinates are updated together.	root
P00757	src/game/actor.c	134	actor_set_position	1	1	0	VECTOR	GAME.EXE	modern|retail	134	actor_set_position	position	position	retain	Required world position copied into actor coordinates and used to derive map cells.	root
P00758	src/game/actor.c	145	actor_set_rotation	0	1	0	KfActor	GAME.EXE	modern|retail	145	actor_set_rotation	actor	actor	retain	Target actor whose Euler components are assigned from the scalar inputs.	root
P00762	src/game/actor.c	156	actor_initialize	0	1	0	KfActor	GAME.EXE	modern|retail	156	actor_initialize	actor	actor	retain	Initializes lifecycle, animation, health, rotation and occupancy of this actor.	root
P00763	src/game/actor.c	177	actor_initialize_at_home	0	1	0	KfActor	GAME.EXE	modern|retail	177	actor_initialize_at_home	actor	actor	retain	Reads the actor's home placement and initializes that same actor at its derived world position.	root
P00765	src/game/actor.c	220	actor_set_action	0	1	0	KfActor	GAME.EXE	modern|retail	220	actor_set_action	actor	actor	retain	Target actor whose action and action-progress fields are updated.	root
P00766	src/game/actor.c	220	actor_set_action	1	1	0	KfActorAction	GAME.EXE	modern|retail	220	actor_set_action	action	action	retain	New action assigned directly to actor->action before initializing its progress.	root
P00768	src/game/actor.c	229	actor_pool_spawn	1	1	0	VECTOR	GAME.EXE	modern|retail	229	actor_pool_spawn	position	position	retain	Input world position assigned to the newly allocated actor.	root
P00769	src/game/actor.c	230	actor_pool_spawn	2	1	0	KfVec3s	GAME.EXE	modern|retail	230	actor_pool_spawn	rotation	rotation	retain	Three signed components are used as the spawned actor's Euler rotation despite the general KfVec3s storage type.	root
P00782	src/game/actor.c	303	actor_apply_damage	8	1	0	KfEffectType	GAME.EXE	modern|retail	303	actor_apply_damage	hit_flags	hit_flags	retain	Effect-type bits are masked to determine player damage credit; this is a hit-specific role of the shared flags.	root
P00783	src/game/actor.c	382	actor_pool_apply_radial_damage	0	1	0	VECTOR	GAME.EXE	modern|retail	382	actor_pool_apply_radial_damage	origin	origin	retain	World-space radial-damage center; unlike an actor placement position this is the center of a query volume.	root
P00793	src/game/actor.c	392	actor_pool_apply_radial_damage	10	1	0	KfEffectType	GAME.EXE	modern|retail	392	actor_pool_apply_radial_damage	hit_flags	hit_flags	retain	Forwards hit-credit flags unchanged to actor_apply_damage for every affected actor.	root
P00798	src/game/actor.c	489	actor_pool_find_target_in_cone	0	1	0	VECTOR	GAME.EXE	modern|retail	489	actor_pool_find_target_in_cone	origin	origin	retain	World-space origin for cone distance and bearing tests across actor candidates.	root
P00803	src/game/actor.c	537	actor_distance_to_point	0	1	0	KfActor	GAME.EXE	modern|retail	537	actor_distance_to_point	actor	actor	retain	The actor supplies one collision-volume endpoint for the point-distance test.	root
P00815	src/game/actor.c	617	actor_bind_current	0	1	0	KfActor	GAME.EXE	modern|retail	617	actor_bind_current	actor	actor	retain	Publishes this actor and its definition into the current actor context.	root
P00816	src/game/actor.c	629	actor_advance_animation_wrapped	0	1	0	KfActor	GAME.EXE	modern|retail	629	actor_advance_animation_wrapped	actor	actor	retain	The supplied actor owns the animation phase advanced with wrapping.	root
P00818	src/game/actor.c	640	actor_advance_animation_clamped	0	1	0	KfActor	GAME.EXE	modern|retail	640	actor_advance_animation_clamped	actor	actor	retain	The supplied actor owns the animation phase advanced and clamped by this helper.	root
P00820	src/game/actor.c	659	actor_animation_crossed_phase	0	1	0	KfActor	GAME.EXE	modern|retail	659	actor_animation_crossed_phase	actor	actor	retain	Reads this actor's current and prior animation phase to test a crossing.	root
P00822	src/game/actor.c	666	actor_play_sound_at_phase	0	1	0	SoundRef	GAME.EXE	modern|retail	666	actor_play_sound_at_phase	sound	sound	retain	SoundRef identifies the sound played when the actor crosses the requested animation phase.	root
P00824	src/game/actor.c	684	actor_try_select_action_distance_facing	0	1	0	KfActorAction	GAME.EXE	modern|retail	684	actor_try_select_action_distance_facing	action	action	retain	Candidate action returned only after distance, probability and facing checks.	root
P00828	src/game/actor.c	724	actor_try_select_ground_action	0	1	0	KfActorAction	GAME.EXE	modern|retail	724	actor_try_select_ground_action	action	action	retain	Candidate action accepted only after grounded state and selection checks.	root
P00831	src/game/actor.c	767	actor_try_select_facing_action	0	1	0	KfActorAction	GAME.EXE	modern|retail	767	actor_try_select_facing_action	action	action	retain	Candidate action tested against the current action and returned on the facing/probability path.	root
P00834	src/game/actor.c	796	actor_try_select_profiled_action	0	1	0	KfActorAction	GAME.EXE	modern|retail	796	actor_try_select_profiled_action	action	action	retain	Candidate action selected using the effect profile's distance weights.	root
P00836	src/game/actor.c	796	actor_try_select_profiled_action	2	1	0	KfActorEffectCode	GAME.EXE	modern|retail	796	actor_try_select_profiled_action	profile_index	effect_code	rename	The input still contains packed actor-effect bits and is masked before indexing actor_action_profiles; profile_index incorrectly suggests an already decoded index.	root
P00838	src/game/actor_behavior.c	111	actor_player_distance	0	1	0	KfActor	GAME.EXE	modern|retail	111	actor_player_distance	actor	actor	retain	The actor is the source of the bounded actor-to-player distance calculation.	root
P00841	src/game/actor_behavior.c	342	actor_move_xz_with_collision	0	1	0	KfVecXZs	GAME.EXE	modern|retail	342	actor_move_xz_with_collision	delta	delta	retain	XZ displacement is added to the current actor position to form the candidate movement target.	root
P00842	src/game/actor_behavior.c	342	actor_move_xz_with_collision	1	1	0	KfActorCollisionPolicy	GAME.EXE	modern|retail	342	actor_move_xz_with_collision	stop_on_collision	collision_policy	rename	Same steering/stop policy forwarded from actor_move_along_heading; preserve the shared parameter name across both functions.	root
P00843	src/game/actor_behavior.c	449	actor_move_along_heading	0	1	0	KfActorMoveDirection	GAME.EXE	modern|retail	449	actor_move_along_heading	direction	direction	retain	Signed forward/backward selection determines whether the computed heading vector is negated.	root
P00844	src/game/actor_behavior.c	449	actor_move_along_heading	1	1	0	KfActorCollisionPolicy	GAME.EXE	modern|retail	449	actor_move_along_heading	stop_on_collision	collision_policy	rename	Selects collision steering versus stopping; stop_on_collision sounds Boolean although the enum expresses alternative policies.	root
P00845	src/game/actor_behavior.c	478	actor_spawn_action_effect	0	1	0	KfActorEffectCode	GAME.EXE	modern|retail	478	actor_spawn_action_effect	effect_code	effect_code	retain	Packed kind plus paired-emission bit; caller's effect code is masked in place before constructing effects.	root
P00846	src/game/actor_behavior.c	478	actor_spawn_action_effect	1	1	0	KfActorEffectSlot	GAME.EXE	modern|retail	478	actor_spawn_action_effect	effect_slot	effect_slot	retain	Selects the actor definition's attachment-offset slot, distinct from the effect kind/code.	root
P00847	src/game/actor_behavior.c	666	actor_update_effect_action	0	1	0	KfActorEffectSlot	GAME.EXE	modern|retail	666	actor_update_effect_action	effect_slot	effect_slot	retain	Chooses the current definition's animation/effect parameter slot.	root
P00850	src/game/actor_pool.c	41	actor_pool_load_placements	0	1	0	KfActorPlacement	GAME.EXE	modern|retail	41	actor_pool_load_placements	placements	placements	retain	Walks the serialized actor-placement stream and expands records into runtime actors.	root
P00851	src/game/actor_pool.c	90	actor_definitions_load	0	1	0	KfActorDefinitionTable	GAME.EXE	modern|retail	90	actor_definitions_load	definitions	definitions	retain	Copies the complete source actor-definition table into the runtime owner.	root
P00855	src/game/asset_registry.c	29	asset_registry_set	1	1	0	KfAssetHeader	GAME.EXE	modern|retail	29	asset_registry_set	asset	asset	retain	Asset header pointer stored in the selected asset-registry entry.	root
P00861	src/game/audio.c	140	audio_play_spatial	0	1	0	SoundRef	GAME.EXE	modern|retail	140	audio_play_spatial	sound	sound	retain	Packed sound program/tone/note input; shared GAME and OPEN parameter meaning despite different panning policies.	root
P00862	src/game/audio.c	141	audio_play_spatial	1	1	0	VECTOR	GAME.EXE	modern|retail	141	audio_play_spatial	position	position	retain	World position of the sound emitter used to compute listener-relative distance and bearing in both images.	root
P00866	src/game/audio.c	206	audio_play_spatial_default_range	0	1	0	SoundRef	GAME.EXE	modern|retail	206	audio_play_spatial_default_range	sound	sound	retain	Forwards the sound selector unchanged while supplying default spatial distances.	root
P00867	src/game/audio.c	207	audio_play_spatial_default_range	1	1	0	VECTOR	GAME.EXE	modern|retail	207	audio_play_spatial_default_range	position	position	retain	Forwards the sound emitter position unchanged to spatial playback.	root
P00869	src/game/audio.c	216	audio_play_spatial_range	0	1	0	SoundRef	GAME.EXE	modern|retail	216	audio_play_spatial_range	sound	sound	retain	Forwards the sound selector unchanged through the range wrapper in both images.	root
P00870	src/game/audio.c	217	audio_play_spatial_range	1	1	0	VECTOR	GAME.EXE	modern|retail	217	audio_play_spatial_range	position	position	retain	Forwards the sound emitter world position through the range wrapper in both images.	root
P00874	src/game/audio.c	231	sound_ref_key_off_bank0	0	1	0	SoundRef	GAME.EXE	modern|retail	231	sound_ref_key_off_bank0	sound	sound	retain	SoundRef selects bank-zero tone/program for key-off in both images.	root
P00875	src/game/audio.c	239	audio_set_listener_transform	0	1	0	VECTOR	GAME.EXE	modern|retail	239	audio_set_listener_transform	position_or_null	position_or_null	retain	Independent optional listener-position update; NULL retains the previous listener position.	root
P00876	src/game/audio.c	240	audio_set_listener_transform	1	1	0	SVECTOR	GAME.EXE	modern|retail	240	audio_set_listener_transform	rotation_or_null	rotation_or_null	retain	Independent optional listener-rotation update; NULL retains the previous listener rotation.	root
P00877	src/game/audio.c	251	sound_ref_play	0	1	0	SoundRef	GAME.EXE	modern|retail	251	sound_ref_play	sound	sound	retain	SoundRef supplies the sound identity played with the explicit volume in both images.	root
P00887	src/game/camera_path.c	14	camera_path_compute_segment	0	1	0	KfCameraPathState	GAME.EXE	modern|retail	14	camera_path_compute_segment	path	path	retain	Mutable playback state updated with the next segment's deltas and remaining frames.	root
P00888	src/game/camera_path.c	47	camera_path_begin	0	1	0	KfCameraPathState	GAME.EXE	modern|retail	47	camera_path_begin	path	path	retain	Destination playback state initialized from the current player camera and supplied point sequence.	root
P00889	src/game/camera_path.c	47	camera_path_begin	1	1	0	KfCameraPathPoint	GAME.EXE	modern|retail	47	camera_path_begin	points	points	retain	Read-only path-point sequence assigned to path->points, distinct from mutable path state.	root
P00890	src/game/camera_path.c	58	camera_path_step	0	1	0	KfCameraPathState	GAME.EXE	modern|retail	58	camera_path_step	path	path	retain	Mutable playback state advanced through segment completion and pose updates.	root
P00907	src/game/collision_grid.c	40	map_floor_height_at_position	0	1	0	VECTOR	GAME.EXE	modern|retail	40	map_floor_height_at_position	position	position	retain	World-space input position selects the floor-height query location.	root
P00923	src/game/effect_map_collision.c	23	effect_collision_in_cell	0	1	0	VECTOR	GAME.EXE	modern|retail	23	effect_collision_in_cell	position	position	retain	Effect probe world position tested against the selected cell's shape and height.	root
P00928	src/game/effect_map_collision.c	24	effect_collision_in_cell	5	1	0	KfEffectRecord	GAME.EXE	modern|retail	24	effect_collision_in_cell	effect	effect	retain	Current effect supplies the collision-record state for the cell probe.	root
P00929	src/game/effect_map_collision.c	160	effect_map_collision	0	1	0	VECTOR	GAME.EXE	modern|retail	160	effect_map_collision	position	position	retain	Probe world position used to select nearby map cells for effect collision.	root
P00932	src/game/effect_pool.c	42	effect_pool_construct	1	1	0	KfEffectType	GAME.EXE	modern|retail	42	effect_pool_construct	type	type	retain	The constructor copies the combined target/class/free-state flags directly into record->type; all typed overloads agree.	root
P00933	src/game/effect_pool.c	42	effect_pool_construct	2	1	0	KfEffectKind	GAME.EXE	modern|retail	42	effect_pool_construct	kind	kind	retain	Behavioral effect identity is copied into record->kind and selects construction dispatch; distinct from type flags.	root
P00934	src/game/effect_pool.c	42	effect_pool_construct	3	1	0	VECTOR	GAME.EXE	modern|retail	42	effect_pool_construct	position	position	retain	Required initial world position copied into every constructed effect record.	root
P00935	src/game/effect_pool.c	43	effect_pool_construct	4	1	0	SVECTOR	GAME.EXE	modern|retail	43	effect_pool_construct	direction	direction	retain	Required direction storage copied into the effect record; concrete use depends on the selected kind, so do not rename universally to velocity or rotation.	root
P00942	src/game/effect_pool.c	403	effect_pool_set_current	0	1	0	KfEffectRecord	GAME.EXE	modern|retail	403	effect_pool_set_current	record	effect	rename	Publishes the effect as current_effect and selects its magic record; cross-type review found no distinct semantic role justifying record instead of the effect name used by effect queries.	root
P00943	src/game/effect_update.c	39	effect_magic_power	0	1	0	KfEffectRecord	GAME.EXE	modern|retail	39	effect_magic_power	effect	effect	retain	Effect record supplies kind/type and power context for the magic-power calculation.	root
P00944	src/game/effect_update.c	48	effect_projectile_update_3d	0	1	0	SVECTOR	GAME.EXE	modern|retail	48	effect_projectile_update_3d	probe_offset	probe_offset	retain	Relative probe offset transformed into the projectile collision position.	root
P00945	src/game/effect_update.c	48	effect_projectile_update_3d	1	1	0	KfEffectPhase	GAME.EXE	modern|retail	48	effect_projectile_update_3d	phase_limit	phase_limit	retain	Terminal effect phase checked by the three-dimensional projectile update; same role as the 2D helper.	root
P00947	src/game/effect_update.c	117	effect_projectile_update_2d	1	1	0	KfEffectPhase	GAME.EXE	modern|retail	117	effect_projectile_update_2d	phase_limit	phase_limit	retain	Terminal effect phase checked by the two-dimensional projectile update.	root
P00951	src/game/effect_update.c	214	effect_scatter_triple	0	1	0	KfEffectDirectionWords	GAME.EXE	modern|retail	214	effect_scatter_triple	values	velocity	rename	Kind-10 scatter perturbs the three world-units-per-update components; caller passes local scatter velocity or effect direction storage in that velocity role.	root
P00952	src/game/effect_update.c	234	effect_rotate_scale_offset_y	0	1	0	SVECTOR	GAME.EXE	modern|retail	234	effect_rotate_scale_offset_y	offset	offset	retain	Input relative XZ offset, scaled and rotated around Y; its Y component is deliberately ignored.	root
P00953	src/game/effect_update.c	234	effect_rotate_scale_offset_y	1	1	0	VECTOR	GAME.EXE	modern|retail	234	effect_rotate_scale_offset_y	out	output	rename	ApplyMatrix writes the transformed VECTOR here; use the same output name as the other vector/matrix output helpers.	root
P00957	src/game/effect_update.c	250	effect_spawn_ground_trail	1	1	0	KfEffectRecord	GAME.EXE	modern|retail	250	effect_spawn_ground_trail	record	parent_effect	rename	The source effect supplies the trail pose/type and its pool index becomes the child's explicit parent index.	root
P00961	src/game/effect_update.c	265	effect_spawn_ground_branch	1	1	0	KfEffectRecord	GAME.EXE	modern|retail	265	effect_spawn_ground_branch	record	parent_effect	rename	The source effect supplies position, direction and type for its spawned ground branch.	root
P00963	src/game/effect_update.c	265	effect_spawn_ground_branch	3	1	0	KfEffectGroundBranchRole	GAME.EXE	modern|retail	265	effect_spawn_ground_branch	branch_role	branch_role	retain	Distinguishes the ground-branch emission role passed in the constructor's extra arguments.	root
P00964	src/game/entity_model_render.c	23	render_actor	0	1	0	KfActor	GAME.EXE	modern|retail	23	render_actor	actor	actor	retain	Actor instance whose pose, definition and animation cache drive drawing; GAME entity_model_render.c:37-56 reads actor pose/definition and passes actor.animation_cache,animation_id,animation_phase to cache binding.	graphics
P00965	src/game/entity_model_render.c	74	render_map_object	0	1	0	KfMapObject	GAME.EXE	modern|retail	74	render_map_object	object	object	retain	Map-object instance whose pose and definition behavior select model/depth; GAME entity_model_render.c:87-116 reads object position/rotation/object_id and definition behavior for lift/hinged depth bias.	graphics
P00966	src/game/entity_render.c	64	render_floor_item	0	1	0	KfFloorItem	GAME.EXE	modern|retail	64	render_floor_item	item	item	retain	Floor-item instance supplying world position, facing and animation state; Both image bodies read position/facing, select a floor-sprite frame, enqueue it, then call floor_item_advance_frame(item).	graphics
P00967	src/game/entity_render.c	106	render_actor_sprite	0	1	0	KfEffectRecord	GAME.EXE	modern|retail	106	render_actor_sprite	sprite	sprite	retain	Renderable effect instance, with billboard or animated-model representation; GAME entity_render.c:115-148 reads this effect's transform/render IDs; NONE animation selects billboard while a clip selects model vertices. sprite is a visual role, not a KfSpriteQuad identity claim.	graphics
P00968	src/game/equipment.c	12	weapon_records_load_and_mirror_angles	0	1	0	KfWeaponTable	GAME.EXE	modern|retail	12	weapon_records_load_and_mirror_angles	source	source	retain	Serialized weapon table copied before runtime-only angle mirroring; agrees with armor source direction.	root
P00969	src/game/equipment.c	32	armor_records_load	0	1	0	KfArmorTable	GAME.EXE	modern|retail	32	armor_records_load	source	source	retain	Serialized armor table copied into the runtime armor-record array.	root
P00972	src/game/geometry_render.c	154	render_hud_gauges	0	1	0	KfHudSprite	GAME.EXE	modern|retail	154	render_hud_gauges	table	table	retain	Start of the HUD sprite table, not one gauge record; GAME geometry_render.c:158-167 walks entries until END and draws only VISIBLE rows; table distinguishes collection from entry pointer.	graphics
P00973	src/game/geometry_render.c	198	notify_enqueue	0	1	0	KfNotificationId	GAME.EXE	modern|retail	198	notify_enqueue	message_id	message_id	retain	Identifies the notification message queued for later drawing.	root
P00974	src/game/geometry_render.c	220	notification_digit_set_v	0	1	0	KfSpriteQuad	GAME.EXE	modern|retail	220	notification_digit_set_v	sprite	sprite	retain	Mutable sprite descriptor whose texture V selects a digit row; GAME geometry_render.c:222 stores digit*NOTIFICATION_DIGIT_ROW_HEIGHT into sprite.v only; geometry/other UV fields are not changed.	graphics
P00976	src/game/item.c	14	item_menu_buy	0	0	0	KfItemStockBank	GAME.EXE	modern|retail	14	item_menu_buy	shop_id	shop_bank	rename	Shop bank selecting stock and buying price column; item.c:239 indexes item_stock[shop_id]; :309 and :330 subtract FIRST_SHOP for price-table column.	menu
P00977	src/game/item.c	15	item_menu_sell	0	0	0	KfItemStockBank	GAME.EXE	modern|retail	15	item_menu_sell	shop_id	shop_bank	rename	Trading shop bank selecting selling price column; item.c:358 reads player quantities independently; :440 uses shop_id minus FIRST_SHOP as sell-price column.	menu
P00978	src/game/item.c	49	item_load_floor_placements	0	1	0	KfFloorItemPlacement	GAME.EXE	modern|retail	49	item_load_floor_placements	placements	placements	retain	Sentinel-terminated serialized placement sequence; item.c:56 scans until FLOOR_ITEM_END and :65-83 expands each record into runtime floor_items; plural distinguishes sequence from one runtime item.	menu
P00979	src/game/item.c	137	item_menu_root	0	1	0	KfItemStockBank	GAME.EXE	modern|retail	137	item_menu_root	shop_id	shop_bank	rename	Shop stock bank forwarded to buy and sell panels; item.c:170,173 forwards bank to item_menu_buy/sell; menu_enter_mode.c:50 receives shop bank from map_scripts.c:524 character-to-bank conversion.	menu
