# MANUALLY REVIEWED - all current project array declarations; Clang provides coverage, semantic dispositions follow declaration/use review.
declaration	kind	owner	name	datatype	dimensions	verdict	finding	evidence	note
include/kf/game_menu.h:300	FIELD_DECL	MenuGlyphRow	codes	s16[10]	10	encoded_content		include/kf/game_menu.h:300;src/game/item.c:242;src/game/item.c:251;src/game/item.c:398;src/game/item.c:520;src/game/item.c:521;src/game/item.c:522;src/game/item.c:525;src/game/item.c:526;src/game/item.c:527;src/game/item.c:528;src/game/menu.c:184;src/game/menu.c:191;src/game/menu.c:199;src/game/menu.c:208;src/game/menu_config_panel.c:40;src/game/menu_config_panel.c:41;src/game/menu_config_panel.c:42;src/game/menu_config_panel.c:45;src/game/menu_config_panel.c:46;src/game/menu_config_panel.c:47;src/game/menu_config_panel.c:48;src/game/menu_draw_stats_header.c:25;src/game/menu_draw_stats_header.c:26;src/game/menu_draw_stats_header.c:27;src/game/menu_draw_stats_header.c:28;src/game/menu_draw_stats_header.c:31;src/game/menu_draw_stats_header.c:32;src/game/menu_draw_stats_header.c:33;src/game/menu_draw_stats_header.c:34;src/game/menu_draw_stats_header.c:38;src/game/menu_draw_stats_header.c:39;src/game/menu_draw_stats_header.c:40;src/game/menu_draw_stats_header.c:41;src/game/menu_draw_stats_header.c:45;src/game/menu_draw_stats_header.c:46;src/game/menu_draw_stats_header.c:47;src/game/menu_draw_stats_header.c:51;src/game/menu_draw_stats_header.c:52;src/game/menu_draw_stats_header.c:53;src/game/menu_draw_stats_header.c:57;src/game/menu_draw_stats_header.c:61;src/game/menu_draw_stats_header.c:62;src/game/menu_draw_stats_header.c:63;src/game/menu_draw_stats_header.c:67;src/game/menu_draw_stats_header.c:68;src/game/menu_draw_stats_header.c:69;src/game/menu_draw_stats_header.c:70;src/game/menu_draw_stats_header.c:71;src/game/menu_draw_stats_header.c:77;src/game/menu_draw_stats_header.c:81;src/game/menu_draw_stats_header.c:102;src/game/menu_draw_stats_header.c:103;src/game/menu_draw_stats_header.c:104;src/game/menu_draw_stats_header.c:105;src/game/menu_draw_stats_header.c:106;src/game/menu_draw_stats_header.c:111;src/game/menu_draw_stats_header.c:116;src/game/menu_draw_stats_header.c:118;src/game/menu_draw_stats_header.c:119;src/game/menu_draw_stats_header.c:123;src/game/menu_draw_stats_header.c:128;src/game/menu_draw_stats_header.c:130;src/game/menu_draw_stats_header.c:131;src/game/menu_draw_stats_header.c:135;src/game/menu_draw_stats_header.c:139;src/game/menu_draw_stats_header.c:140;src/game/menu_draw_stats_header.c:141;src/game/menu_draw_stats_header.c:142;src/game/menu_draw_stats_header.c:143;src/game/menu_draw_stats_header.c:144;src/game/menu_draw_stats_header.c:147;src/game/menu_draw_stats_header.c:148;src/game/menu_draw_stats_header.c:152;src/game/menu_draw_stats_header.c:156;src/game/menu_draw_stats_header.c:160;src/game/menu_draw_stats_header.c:164;src/game/menu_draw_stats_header.c:170;src/game/menu_draw_status_details.c:41;src/game/menu_draw_status_details.c:42;src/game/menu_draw_status_details.c:43;src/game/menu_draw_status_details.c:44;src/game/menu_draw_status_details.c:47;src/game/menu_draw_status_details.c:48;src/game/menu_draw_status_details.c:49;src/game/menu_draw_status_details.c:50;src/game/menu_draw_status_details.c:54;src/game/menu_draw_status_details.c:55;src/game/menu_draw_status_details.c:56;src/game/menu_draw_status_details.c:57;src/game/menu_draw_status_details.c:61;src/game/menu_draw_status_details.c:62;src/game/menu_draw_status_details.c:63;src/game/menu_draw_status_details.c:67;src/game/menu_draw_status_details.c:71;src/game/menu_draw_status_details.c:72;src/game/menu_draw_status_details.c:73;src/game/menu_draw_status_details.c:77;src/game/menu_draw_status_details.c:78;src/game/menu_draw_status_details.c:79;src/game/menu_draw_status_details.c:80;src/game/menu_draw_status_details.c:81;src/game/menu_draw_status_details.c:85;src/game/menu_draw_status_details.c:86;src/game/menu_draw_status_details.c:87;src/game/menu_draw_status_details.c:91;src/game/menu_draw_status_details.c:92;src/game/menu_draw_status_details.c:96;src/game/menu_draw_status_details.c:97;src/game/menu_draw_status_details.c:98;src/game/menu_draw_status_details.c:99;src/game/menu_draw_status_details.c:100;src/game/menu_draw_status_details.c:101;src/game/menu_draw_status_details.c:105;src/game/menu_draw_status_details.c:106;src/game/menu_draw_status_details.c:107;src/game/menu_draw_status_details.c:113;src/game/menu_draw_status_details.c:117;src/game/menu_draw_status_details.c:141;src/game/menu_draw_status_details.c:142;src/game/menu_draw_status_details.c:143;src/game/menu_draw_status_details.c:144;src/game/menu_draw_status_details.c:145;src/game/menu_draw_status_details.c:150;src/game/menu_draw_status_details.c:152;src/game/menu_draw_status_details.c:153;src/game/menu_draw_status_details.c:157;src/game/menu_draw_status_details.c:162;src/game/menu_draw_status_details.c:164;src/game/menu_draw_status_details.c:165;src/game/menu_draw_status_details.c:169;src/game/menu_draw_status_details.c:173;src/game/menu_draw_status_details.c:174;src/game/menu_draw_status_details.c:175;src/game/menu_draw_status_details.c:176;src/game/menu_draw_status_details.c:177;src/game/menu_draw_status_details.c:178;src/game/menu_draw_status_details.c:181;src/game/menu_draw_status_details.c:182;src/game/menu_draw_status_details.c:186;src/game/menu_draw_status_details.c:190;src/game/menu_draw_status_details.c:194;src/game/menu_draw_status_details.c:198;src/game/menu_draw_status_details.c:204;src/game/menu_draw_status_details.c:207;src/game/menu_draw_status_details.c:210;src/game/menu_draw_status_details.c:220;src/game/menu_draw_status_details.c:227;src/game/menu_draw_status_details.c:232;src/game/menu_draw_status_details.c:233;src/game/menu_draw_status_details.c:234;src/game/menu_draw_status_details.c:235;src/game/menu_draw_status_details.c:238;src/game/menu_draw_status_details.c:239;src/game/menu_draw_status_details.c:240;src/game/menu_draw_status_details.c:241;src/game/menu_draw_status_details.c:245;src/game/menu_draw_status_details.c:246;src/game/menu_draw_status_details.c:250;src/game/menu_draw_status_details.c:251;src/game/menu_draw_status_details.c:255;src/game/menu_draw_status_details.c:256;src/game/menu_draw_status_details.c:257;src/game/menu_draw_status_details.c:258;src/game/menu_draw_status_details.c:259;src/game/menu_draw_status_details.c:263;src/game/menu_draw_status_details.c:267;src/game/menu_draw_status_details.c:268;src/game/menu_draw_status_details.c:269;src/game/menu_draw_status_details.c:270;src/game/menu_draw_status_details.c:274;src/game/menu_draw_status_details.c:275;src/game/menu_draw_status_details.c:276;src/game/menu_draw_status_details.c:277;src/game/menu_draw_status_details.c:281;src/game/menu_draw_status_details.c:282;src/game/menu_draw_status_details.c:286;src/game/menu_draw_status_details.c:287;src/game/menu_draw_status_details.c:291;src/game/menu_draw_status_details.c:292;src/game/menu_draw_status_details.c:296;src/game/menu_draw_status_details.c:297;src/game/menu_draw_status_details.c:298;src/game/menu_draw_status_details.c:299;src/game/menu_draw_status_details.c:300;src/game/menu_draw_status_details.c:304;src/game/menu_draw_status_details.c:310;src/game/menu_draw_status_details.c:313;src/game/menu_draw_status_details.c:316;src/game/menu_draw_status_details.c:319;src/game/menu_draw_status_details.c:322;src/game/menu_draw_status_details.c:325;src/game/menu_draw_status_details.c:328;src/game/menu_draw_status_details.c:331;src/game/menu_draw_status_details.c:334;src/game/menu_draw_status_details.c:337;src/game/menu_draw_status_details.c:340;src/game/menu_item_detail.c:84;src/game/menu_item_detail.c:85;src/game/menu_item_detail.c:100;src/game/menu_item_detail.c:104;src/game/menu_item_detail.c:105;src/game/menu_item_detail.c:106;src/game/menu_item_detail.c:107;src/game/menu_item_detail.c:108;src/game/menu_item_detail.c:112;src/game/menu_item_detail.c:113;src/game/menu_item_detail.c:114;src/game/menu_item_detail.c:119;src/game/menu_item_detail.c:129;src/game/menu_item_detail.c:208;src/game/menu_item_detail.c:209;src/game/menu_item_detail.c:210;src/game/menu_item_detail.c:211;src/game/menu_item_detail.c:215;src/game/menu_item_detail.c:219;src/game/menu_item_detail.c:220;src/game/menu_item_detail.c:221;src/game/menu_item_detail.c:226;src/game/menu_item_detail.c:230;src/game/menu_item_detail.c:231;src/game/menu_item_detail.c:232;src/game/menu_item_detail.c:237;src/game/menu_item_detail.c:240;src/game/menu_item_detail.c:241;src/game/menu_item_detail.c:246;src/game/menu_item_detail.c:250;src/game/menu_item_detail.c:251;src/game/menu_item_detail.c:252;src/game/menu_item_detail.c:257;src/game/menu_item_detail.c:260;src/game/menu_item_detail.c:261;src/game/menu_item_detail.c:266;src/game/menu_item_drop.c:57;src/game/menu_item_model_preview.c:59;src/game/menu_item_model_preview.c:61;src/game/menu_item_model_preview.c:66;src/game/menu_item_model_preview.c:67;src/game/menu_item_model_preview.c:68;src/game/menu_item_model_preview.c:73;src/game/menu_list_interact.c:40;src/game/menu_list_interact.c:41;src/game/menu_list_interact.c:43;src/game/menu_list_interact.c:44;src/game/menu_list_interact.c:45;src/game/menu_list_interact.c:46;src/game/menu_list_interact.c:49;src/game/menu_list_interact.c:50;src/game/menu_list_interact.c:52;src/game/menu_list_interact.c:53;src/game/menu_list_interact.c:55;src/game/menu_list_interact.c:56;src/game/menu_list_interact.c:58;src/game/menu_list_interact.c:59;src/game/menu_list_interact.c:61;src/game/menu_list_interact.c:64;src/game/menu_list_interact.c:65;src/game/menu_list_interact.c:66;src/game/menu_list_interact.c:68;src/game/menu_list_interact.c:69;src/game/menu_list_interact.c:70;src/game/menu_list_interact.c:72;src/game/menu_list_render.c:53;src/game/menu_list_render.c:62;src/game/menu_list_render.c:64;src/game/menu_list_render.c:66;src/game/menu_list_render.c:67;src/game/menu_panels.c:49;src/game/menu_runtime.c:34;src/game/menu_runtime.c:127;src/game/menu_runtime.c:294;src/game/menu_runtime.c:309;src/game/menu_runtime.c:320;src/game/menu_runtime.c:343;src/game/menu_runtime.c:382;src/game/menu_runtime.c:396;src/game/menu_runtime.c:398;src/game/menu_runtime.c:400;src/game/menu_runtime.c:402;src/game/menu_runtime.c:577;src/game/menu_select.c:80;src/game/menu_select.c:245;src/game/menu_two_option_prompt.c:39;src/game/menu_two_option_prompt.c:40;src/game/menu_two_option_prompt.c:41;src/game/menu_two_option_prompt.c:44;src/game/menu_two_option_prompt.c:45;src/game/menu_two_option_prompt.c:46;src/game/menu_two_option_prompt.c:47	Glyph, text, image or signature content; not a game selector.
include/kf/game_menu.h:313	TYPEDEF_DECL	file_scope	check_menu_point_size	char[1]	1	layout_assertion		include/kf/game_menu.h:313	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_menu.h:314	TYPEDEF_DECL	file_scope	check_menu_glyph_row_size	char[1]	1	layout_assertion		include/kf/game_menu.h:314	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_menu.h:315	TYPEDEF_DECL	file_scope	check_menu_glyph_size	char[1]	1	layout_assertion		include/kf/game_menu.h:315	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_menu.h:316	TYPEDEF_DECL	file_scope	check_menu_glyph_alignment	char[1]	1	layout_assertion		include/kf/game_menu.h:316	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_menu.h:317	TYPEDEF_DECL	file_scope	check_menu_glyph_prefix	char[1]	1	layout_assertion		include/kf/game_menu.h:317	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_menu.h:325	FIELD_DECL	MenuWindowLayout	rows	MenuGlyphString[10]	10	aggregate		include/kf/game_menu.h:325;src/game/menu_draw_window.c:32;src/game/menu_draw_window.c:35;src/game/menu_draw_window.c:38;src/game/menu_draw_window.c:40;src/game/menu_item_detail.c:124;src/game/menu_item_detail.c:125;src/game/menu_item_detail.c:127;src/game/menu_item_detail.c:128;src/game/menu_runtime.c:34;src/game/menu_runtime.c:577	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/game_menu.h:370	FIELD_DECL	KfMenuAssets	background_quads	POLY_FT4[2][4]	2x4	sdk_record		include/kf/game_menu.h:370;src/game/menu_config_panel.c:164;src/game/menu_config_panel.c:166;src/game/menu_config_panel.c:168;src/game/menu_config_panel.c:170;src/game/menu_map_viewer.c:105;src/game/menu_map_viewer.c:107;src/game/menu_map_viewer.c:109;src/game/menu_map_viewer.c:111;src/game/menu_runtime.c:221;src/game/menu_runtime.c:224;src/game/menu_runtime.c:227;src/game/menu_runtime.c:230;src/game/menu_runtime.c:508;src/game/menu_runtime.c:511;src/game/menu_runtime.c:514;src/game/menu_runtime.c:517	Authentic SDK GPU packet array; positions, UVs, colors and packed GPU fields retain the SDK ABI.
include/kf/game_menu.h:371	FIELD_DECL	KfMenuAssets	mid_depth_quads	POLY_FT4[2]	2	sdk_record		include/kf/game_menu.h:371;src/game/menu_item_detail.c:145	Authentic SDK GPU packet array; positions, UVs, colors and packed GPU fields retain the SDK ABI.
include/kf/game_menu.h:372	FIELD_DECL	KfMenuAssets	foreground_quads	POLY_FT4[2]	2	sdk_record		include/kf/game_menu.h:372;src/game/menu_item_detail.c:153	Authentic SDK GPU packet array; positions, UVs, colors and packed GPU fields retain the SDK ABI.
include/kf/game_menu.h:373	FIELD_DECL	KfMenuAssets	dialog_quads	POLY_F4[2][6]	2x6	aggregate		include/kf/game_menu.h:373;src/game/menu_item_detail.c:175;src/game/menu_item_detail.c:177;src/game/menu_item_detail.c:181;src/game/menu_item_detail.c:183;src/game/menu_item_detail.c:187;src/game/menu_item_detail.c:189;src/game/menu_item_detail.c:193;src/game/menu_item_detail.c:195;src/game/menu_item_detail.c:197	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/game_menu.h:381	FIELD_DECL	KfMenuAssets	list_tiles	MenuTileSprite[4]	4	aggregate		include/kf/game_menu.h:381;src/game/menu_list_render.c:75;src/game/menu_list_render.c:102;src/game/menu_list_render.c:104;src/game/menu_list_render.c:132	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/game_menu.h:404	TYPEDEF_DECL	file_scope	check_menu_list_layout	char[1]	1	layout_assertion		include/kf/game_menu.h:404	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_menu.h:434	VAR_DECL	file_scope	menu_window_layouts	MenuWindowLayout[9]	9	aggregate		include/kf/game_menu.h:434;src/game/menu_draw_window.c:20;src/game/menu_item_detail.c:124;src/game/menu_item_detail.c:125;src/game/menu_item_detail.c:127;src/game/menu_item_detail.c:128;src/game/menu_runtime.c:577	Structured window and glyph rows; numerical positions/extents and encoded glyph content follow the complete field review.
include/kf/game_menu.h:435	VAR_DECL	file_scope	item_name_rows	MenuGlyphRow[80]	80	encoded_content		include/kf/game_menu.h:435;src/game/menu.c:184;src/game/menu.c:191;src/game/menu.c:199;src/game/menu.c:208;src/game/menu_draw_name_list.c:29;src/game/menu_draw_name_list.c:41;src/game/menu_draw_name_list.c:47;src/game/menu_draw_name_list.c:53;src/game/menu_draw_name_list.c:59;src/game/menu_draw_name_list.c:65;src/game/menu_draw_name_list.c:71;src/game/menu_item_detail.c:83;src/game/menu_item_drop.c:57;src/game/menu_item_model_preview.c:59;src/game/menu_runtime.c:122;src/game/menu_select.c:80	Glyph/text content, including terminators, copied and formatted as an encoded string.
include/kf/game_menu.h:436	VAR_DECL	file_scope	magic_name_rows	MenuGlyphRow[9]	9	encoded_content		include/kf/game_menu.h:436;src/game/menu_draw_name_list.c:35;src/game/menu_panels.c:49;src/game/menu_select.c:245	Glyph/text content, including terminators, copied and formatted as an encoded string.
include/kf/game_menu.h:437	VAR_DECL	file_scope	item_buy_prices	u16[80][2]	80x2	numeric		include/kf/game_menu.h:437;src/game/menu_item_detail.c:94	Prices indexed by item and shop; compared with, added to or subtracted from numerical gold.
include/kf/game_menu.h:438	VAR_DECL	file_scope	item_sell_prices	u16[80][2]	80x2	numeric		include/kf/game_menu.h:438;src/game/menu_item_detail.c:97	Prices indexed by item and shop; compared with, added to or subtracted from numerical gold.
include/kf/game_player.h:165	FIELD_DECL	KfPlayerMotionState	words	u32[3]	3	encoded_storage		include/kf/game_player.h:165;src/game/player_warp.c:182;src/game/player_warp.c:199;src/game/player_warp.c:209;src/game/player_warp.c:223;src/game/player_warp.c:240	Packed/aligned copy or address view of an owning object; type semantic members separately.
include/kf/game_player.h:199	FIELD_DECL	KfPlayerState	unknown_3a	u8[2]	2	unresolved		include/kf/game_player.h:199	unresolved bytes
include/kf/game_player.h:212	FIELD_DECL	KfPlayerState	unknown_54	u8[4]	4	unresolved		include/kf/game_player.h:212	unresolved bytes
include/kf/game_player.h:215	FIELD_DECL	KfPlayerState	unknown_5d	u8[3]	3	unresolved		include/kf/game_player.h:215	unresolved bytes
include/kf/game_player.h:218	FIELD_DECL	KfPlayerState	unknown_65	u8[3]	3	unresolved		include/kf/game_player.h:218	unresolved bytes
include/kf/game_player.h:222	FIELD_DECL	KfPlayerState	unknown_72	u8[2]	2	unresolved		include/kf/game_player.h:222	unresolved bytes
include/kf/game_player.h:227	FIELD_DECL	KfPlayerState	unknown_7b	u8[1]	1	unresolved		include/kf/game_player.h:227	unresolved bytes
include/kf/game_player.h:251	FIELD_DECL	KfPlayerState	unknown_ce	u8[6]	6	unresolved		include/kf/game_player.h:251	unresolved bytes
include/kf/game_player.h:258	FIELD_DECL	KfPlayerState	unknown_df	u8[1]	1	unresolved		include/kf/game_player.h:258	unresolved bytes
include/kf/game_player.h:261	TYPEDEF_DECL	file_scope	check_player_state_size	char[1]	1	layout_assertion		include/kf/game_player.h:261	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_player.h:262	TYPEDEF_DECL	file_scope	check_player_motion_size	char[1]	1	layout_assertion		include/kf/game_player.h:262	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_player.h:266	TYPEDEF_DECL	file_scope	check_player_motion_word	char[1]	1	layout_assertion		include/kf/game_player.h:266	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_player.h:267	TYPEDEF_DECL	file_scope	check_player_motion_pitch	char[1]	1	layout_assertion		include/kf/game_player.h:267	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_player.h:268	TYPEDEF_DECL	file_scope	check_player_motion_cell_z	char[1]	1	layout_assertion		include/kf/game_player.h:268	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_player.h:269	TYPEDEF_DECL	file_scope	check_player_motion_cell_x	char[1]	1	layout_assertion		include/kf/game_player.h:269	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_player.h:270	TYPEDEF_DECL	file_scope	check_player_motion_previous_cell	char[1]	1	layout_assertion		include/kf/game_player.h:270	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_player.h:283	VAR_DECL	file_scope	player_sound_refs	SoundRef[3]	3	sdk_audio		include/kf/game_player.h:283;src/game/player_core.c:137	SDK program, tone and note numbers passed to sound APIs; numerical handles/pitch, not game selectors.
include/kf/game_player.h:284	VAR_DECL	file_scope	floor_entry_cells	KfFloorEntryCell[5]	5	numeric_geometry		include/kf/game_player.h:284	Tile X/Z coordinates selected by the existing floor domain.
include/kf/game_player.h:287	VAR_DECL	file_scope	player_level_growth_table	KfPlayerLevelGrowth[40]	40	numeric		include/kf/game_player.h:287;src/game/player_death.c:89;src/game/player_death.c:90;src/game/player_death.c:91;src/game/player_death.c:92;src/game/player_death.c:93;src/game/player_death.c:94;src/game/player_death.c:95;src/game/player_death.c:428;src/game/player_death.c:429;src/game/player_death.c:431;src/game/player_death.c:432;src/game/player_death.c:433;src/game/player_death.c:434;src/game/player_death.c:436;src/game/player_death.c:437;src/game/player_death.c:439;src/game/resources.c:81;src/game/resources.c:83	Level-dependent numerical stat increments, selected by a numerical level.
include/kf/game_render.h:110	FIELD_DECL	KfEffectSprite	unknown_0c	u8[2]	2	unresolved		include/kf/game_render.h:110	unread bytes before the rotation vector
include/kf/game_render.h:112	FIELD_DECL	KfEffectSprite	unknown_16	u8[2]	2	unresolved		include/kf/game_render.h:112	unread bytes before animation_cache
include/kf/game_render.h:119	FIELD_DECL	KfDisplayState	unknown_01	u8[3]	3	unresolved		include/kf/game_render.h:119	member of the display_state aggregate
include/kf/game_render.h:121	FIELD_DECL	KfDisplayState	primitive_buffers	KfPrimitiveBuffer[2]	2	aggregate		include/kf/game_render.h:121;src/game/menu_runtime.c:530;src/game/render.c:198;src/game/render.c:200;src/game/render.c:201;src/game/render.c:203;src/game/render.c:270	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/game_render.h:123	FIELD_DECL	KfDisplayState	ordering_tables	KfOrderingTable[2]	2	aggregate		include/kf/game_render.h:123;src/game/menu_runtime.c:532;src/game/render.c:111;src/game/render.c:272;src/game/save_system.c:820	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/game_render.h:129	FIELD_DECL	KfTmdState	slots	KfTmdHeader *[8]	8	pointer		include/kf/game_render.h:129;src/game/render.c:293;src/game/render.c:458	Address or pointer table; not a finite selector.
include/kf/game_render.h:144	FIELD_DECL	KfRenderState	quadrant_matrices	MATRIX[4]	4	numeric_matrix		include/kf/game_render.h:144;src/game/render.c:208;src/game/render.c:210;src/game/render.c:212;src/game/render.c:214;src/game/render.c:227;src/game/render.c:231;src/game/render.c:235;src/game/render.c:239;src/game/render_map_cells.c:102	SDK matrix coefficients/translation; arithmetic interpolation and matrix multiplication accept quantities. KF_FIXED12_ONE names numeric Q12 unity.
include/kf/game_render.h:147	VAR_DECL	file_scope	color_matrix_table	MATRIX[7]	7	numeric_matrix		include/kf/game_render.h:147;src/game/lighting_presets.c:17;src/game/lighting_presets.c:29;src/game/lighting_presets.c:39;src/game/map_load.c:223;src/game/map_scripts.c:233;src/game/map_scripts.c:249;src/game/player_death_fade.c:24;src/game/player_death_fade.c:25;src/game/player_death_fade.c:26;src/game/player_death_fade.c:78;src/game/player_death_fade.c:79;src/game/player_death_fade.c:80;src/game/player_death_fade.c:81;src/game/player_death_fade.c:86;src/game/player_death_fade.c:90;src/game/player_update.c:516;src/game/render.c:129	SDK matrix coefficients/translation; arithmetic interpolation and matrix multiplication accept quantities. KF_FIXED12_ONE names numeric Q12 unity.
include/kf/game_render.h:149	VAR_DECL	file_scope	render_cell_windows	KfCellWindow[16]	16	typed_record		include/kf/game_render.h:149;src/game/render_map_cells.c:135	Grid dimensions and origin remain numerical; cells already use KfCellVisibility.
include/kf/game_render.h:150	VAR_DECL	file_scope	floor_item_sprites	KfSpriteQuad[7]	7	numeric_geometry	A2	include/kf/game_render.h:150	All eight members are UV origins/spans and quad coordinates/dimensions. Fixed-bank selection is represented separately by KfFloorItemSpriteId or KfEffectBillboardId.
include/kf/game_render.h:151	VAR_DECL	file_scope	effect_billboard_sprites	KfSpriteQuad[22]	22	numeric_geometry		include/kf/game_render.h:151	All eight members are UV origins/spans and quad coordinates/dimensions. Fixed-bank selection is represented separately by KfFloorItemSpriteId or KfEffectBillboardId.
include/kf/game_render.h:152	VAR_DECL	file_scope	effect_sprites	KfEffectSprite[2]	2	typed_record		include/kf/game_render.h:152;src/game/geometry_render.c:102	State and animation clip already use enum domains. asset_variant is the numerical binder phase; other members are geometry, scale, padding and a cache pointer.
include/kf/game_render.h:153	VAR_DECL	file_scope	hud_sprites	KfHudSprite[14]	14	typed_record		include/kf/game_render.h:153;src/game/render_frame.c:58;src/game/render_frame.c:60;src/game/render_frame.c:61;src/game/render_frame.c:62;src/game/render_frame.c:65;src/game/render_frame.c:66;src/game/render_frame.c:67;src/game/render_frame.c:68;src/game/render_frame.c:69;src/game/render_frame.c:70;src/game/render_frame.c:71;src/game/render_frame.c:72;src/game/render_frame.c:73;src/game/render_frame.c:76;src/game/render_frame.c:79;src/game/render_frame.c:80;src/game/render_frame.c:83;src/game/render_frame.c:85;src/game/render_frame.c:89;src/game/render_frame.c:92;src/game/render_frame.c:93;src/game/render_frame.c:94;src/game/render_frame.c:95;src/game/render_frame.c:96;src/game/render_frame.c:97;src/game/render_frame.c:98;src/game/render_frame.c:99;src/game/render_frame.c:102	Each row already carries KfHudSpriteState; its nested KfSpriteQuad stores numerical geometry.
include/kf/game_render.h:154	VAR_DECL	file_scope	render_light_matrices	MATRIX[6]	6	numeric_matrix		include/kf/game_render.h:154;src/game/entity_model_render.c:42;src/game/geometry_render.c:60;src/game/render_frame.c:57;src/game/render_frame.c:117;src/game/render_scene.c:91;src/game/render_scene.c:117	SDK matrix coefficients/translation; arithmetic interpolation and matrix multiplication accept quantities. KF_FIXED12_ONE names numeric Q12 unity.
include/kf/game_save.h:94	FIELD_DECL	KfPsxSaveHeader	magic	u8[2]	2	encoded_content		include/kf/game_save.h:94;src/game/save_system.c:665;src/game/save_system.c:666	Glyph, text, image or signature content; not a game selector.
include/kf/game_save.h:97	FIELD_DECL	KfPsxSaveHeader	title	u8[64]	64	encoded_content		include/kf/game_save.h:97;src/game/save_system.c:669	Glyph, text, image or signature content; not a game selector.
include/kf/game_save.h:98	FIELD_DECL	KfPsxSaveHeader	zero_pad	u8[28]	28	padding		include/kf/game_save.h:98	Format/SDK padding or reserved bytes; no selector use established.
include/kf/game_save.h:99	FIELD_DECL	KfPsxSaveHeader	clut	u16[16]	16	packed_gpu		include/kf/game_save.h:99;src/game/save_system.c:671;src/game/save_system.c:672	GPU texture/color/address/coordinate encoding; numeric components and independent mode bits share storage.
include/kf/game_save.h:101	FIELD_DECL	KfPsxSaveHeader	icon_frames	u8[3][128]	3x128	encoded_content		include/kf/game_save.h:101;src/game/save_system.c:673;src/game/save_system.c:674;src/game/save_system.c:676;src/game/save_system.c:677;src/game/save_system.c:679;src/game/save_system.c:680	Glyph, text, image or signature content; not a game selector.
include/kf/game_save.h:116	FIELD_DECL	KfSaveDirectory	slot_ids	KfEnumStorage<KfSaveSlotId, u8>[4]	4	typed_enum		include/kf/game_save.h:116;src/game/save_system.c:88;src/game/save_system.c:353;src/game/save_system.c:360;src/game/save_system.c:368;src/game/save_system.c:403;src/game/save_system.c:404;src/game/save_system.c:561	Elements retain their declared enum domain in strict C++20, including field-width wrappers.
include/kf/game_save.h:117	FIELD_DECL	KfSaveDirectory	reserved	u8[28]	28	padding		include/kf/game_save.h:117	Format/SDK padding or reserved bytes; no selector use established.
include/kf/game_save.h:118	FIELD_DECL	KfSaveDirectory	summaries	KfSaveSlotSummary[4]	4	typed_record		include/kf/game_save.h:118;src/game/save_system.c:93;src/game/save_system.c:94;src/game/save_system.c:95;src/game/save_system.c:96;src/game/save_system.c:97;src/game/save_system.c:98;src/game/save_system.c:405;src/game/save_system.c:406;src/game/save_system.c:408;src/game/save_system.c:409;src/game/save_system.c:410;src/game/save_system.c:411;src/game/save_system.c:590;src/game/save_system.c:591;src/game/save_system.c:592;src/game/save_system.c:593;src/game/save_system.c:594;src/game/save_system.c:595;src/game/save_system.c:596;src/game/save_system.c:597;src/game/save_system.c:598;src/game/save_system.c:599;src/game/save_system.c:600;src/game/save_system.c:601	Saved summaries carry KfFloorId in a word-sized enum wrapper; experience and HP/MP remain numerical.
include/kf/game_save.h:132	FIELD_DECL	KfSavePayload	player_state	u32[56]	56	encoded_storage		include/kf/game_save.h:132;src/game/save_system.c:373;src/game/save_system.c:374;src/game/save_system.c:624;src/game/save_system.c:625	Serialized/word-copy alias of typed or partially recovered object state; do not replace the complete byte stream with one enum.
include/kf/game_save.h:133	FIELD_DECL	KfSavePayload	unknown_0e0	u8[556]	556	unresolved		include/kf/game_save.h:133	not touched by the write/read pair
include/kf/game_save.h:135	FIELD_DECL	KfSavePayload	item_stock	u8[3][80]	3x80	numeric		include/kf/game_save.h:135;src/game/save_system.c:377;src/game/save_system.c:378;src/game/save_system.c:628;src/game/save_system.c:629	Serialized quantities for player and shops; runtime stacks and Gold Cross stock are decremented.
include/kf/game_save.h:136	FIELD_DECL	KfSavePayload	magic_flags	KfMagicLearningState[24]	24	typed_enum		include/kf/game_save.h:136;src/game/save_system.c:380;src/game/save_system.c:631	Elements retain their declared enum domain in strict C++20, including field-width wrappers.
